"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1861665382","Diane Begley, MD","3"
"1871782169","Greater Lafayette Foot Care","3"
"1871863860","Hempstead County Dialysis","3"
"1881310662","Cornerstone Caregiving","5"
"1881646263","Lafayette Surgical Clinic","3"
"1881836088","Anesthesia Management","3"
"1902071434","Pickerill, Adler & Reed Family Medicine","3"
"1902071665","Rossville Family Medicine","3"
"1922272764","Lafayette Clinic of Urology","3"
"1922768308","Colon Village Drug","3"
"1922990431","Farmington Wellness & Rehabilitation","5"
"1952818668","MIRACLES REHABILITATION FRANKFORT","3"
"1962716837","McCuaig Gynecology","3"
"1992113245","Gannamaneni Gastroenterology","3"
"1003070285","Wiregrass Kidney Center","3"
"1073186458","Mansfield Family Dental","3"
"1104718634","AdventHealth Total Health Management DBA AdventHealth Primary Care Rom","3"
"1184991085","Family Care Rx, LLC","3"
"1215719695","Align Therapy INC","3"
"1235021767","JLA3 Services LLC","3"
"1275533325","Washington Township Fire Department","3"
"1285041004","Toledo Hospital Radiology","3"
"1356646103","Elwyn Adult Behavioral Health Services","3"
"1366137887","Cornerstone Caregiving","5"
"1376632067","Walls Health Mart Pharmacy","3"
"1386536803","Pearle Vision Q345","3"
"1396637823","AdventHealth Total Health Management DBA AdventHealth Primary Care Pal","3"
"1508617333","Beaver Island EMS Air","3"
"1518859040","Midwest Pharmacy","3"
"1528017266","FAMILY CARE PHARMACY","3"
"1568354090","St. Raphael Counseling","3"
"1588556005","Kids Life Academy","3"
"1598555401","Cornerstone Caregiving","5"
"1598657025","Patient Plus Urgent Care","3"
"1619272663","Neurosurgery Limerick Tower Health Medical Group","3"
"1619272663","Neurosurgery West Reading Tower Health Medical Group","3"
"1649956756","Cornerstone Caregiving","5"
"1669257556","Wasatch Behavioral Health Special Service District Laboratory","5"
"1679465199","Restoration Neurology, Inc","3"
"1730715871","Lake Crystal Pharmacy","3"
"1730715871","MADELIA COM HOSPITAL INC","4"
"1760007041","LifeBridge Telemedicine Center Associates","5"
"1790487619","Mindful Era Psychiatry","3"
"1811220742","Grand Forks VA Clinic","5"
"1881584167","Lincoln Intermediate Unit EI","5"
"1942192463","BES Cares, Inc. DBA FirstLight Home Care of Perrysburg","3"
"1942292255","Baylor Scott & White TX Spine & Joint Hos Imaging Ctr","3"
"1942292255","Baylor Scott & White TX Spine & Joint Hos Sleep Lab","3"
"1942292255","Baylor Scott & White TX Spine & Joint Hos Sports Med & Therpy Ser","3"
"1942292255","Baylor Scott & White TX Spine & Joint Hos Sur Ctr","3"
"1013383801","Innovative Urgent Care & Family Health Clinic","3"
"1033001573","Woodlands Cancer Institute","3"
"1043043250","Advanced Endoscopy Centers","3"
"1053187310","Tooele Methadone Treatment","3"
"1073308243","Three Rivers Intensive Outpatient Program","5"
"1093607525","THE MEDICINE SHOPPE 1306","3"
"1093607533","Waldron Community Dental","3"
"1104663822","Cornerstone Caregiving","3"
"1124018031","Adventist Health Clear Lake","3"
"1154120616","Calendula Medical","3"
"1174067730","DCHC Pharmacy Gentilly","3"
"1174670251","Traub Chiropractic","3"
"1275425720","Success on the Spectrum Pompano Beach","3"
"1295156362","DCHC Pharmacy NOE","3"
"1295627735","Sierra Bliss Counseling","3"
"1326710112","Cornerstone Caregiving","3"
"1346132883","Haley Harrison PT LLC","4"
"1356339543","Adventist Health Howard Memorial","3"
"1366611337","Putnam Parkway Eyecare","3"
"1376434738","Solage Counsleing Services PLLC","4"
"1376435818","Vista Oncology","3"
"1407748940","Birthstone Midwifery & Wellness","3"
"1417264110","DCHC Pharmacy St. Cecilia","3"
"1427948926","DCHC Pharmacy Kenner","3"
"1487688669","Federal Drug Company","3"
"1548152077","AdventHealth Centra Care Palm Coast Town Center","3"
"1548152093","Aion Diagnostics","3"
"1558032516","Kids in Motion Therapy Center LLC","4"
"1598657033","N/A","5"
"1629960174","Pediatric Campus Corporate Center Parkway","5"
"1699558361","Cornerstone Caregiving","5"
"1720088354","Adventist Health and Rideout","3"
"1740049642","Sprout and Thrive","3"
"1740172469","rescue air heating and coling","3"
"1780576223","Legacy Therapy LLC","4"
"1780673376","Adventist Health Sonora","3"
"1821752627","AIT Ambulance","3"
"1831764216","Pharmamax #9","3"
"1841340494","TARGET OPTICAL #4055","3"
"1851097786","DCHC Pharmacy Westbank Expressway","3"
"1861384307","The Zen Zone-Counseling, Consulting, Coaching","3"
"1902025398","Premier Medical Transport","3"
"1902025398","Primary Ambulance","3"
"1912782269","EXPRESS CARE CLINIC LLC","5"
"1922883115","Cornerstone Caregiving","5"
"1932818184","Arizona Fresh Start Services LLC","5"
"1952459901","DCHC Pharmacy Metairie","3"
"1972289072","Cornerstone Caregiving","5"
"1992845010","Letcher County Public Schools","5"
"1033957972","AltaMed Pharmacy - Bellflower","3"
"1083500706","Yeung Psychiatry and Psychotherapy","3"
"1104992817","UCSF SFGH CPG PSYCHIATRY PROGRAM","3"
"1144112699","UCLA ORTHOPEDIC SURGERY MED GROUP","3"
"1154418218","Reeves-Sain Infusion Services Inc","4"
"1164314621","Valley Health Medical Imaging","3"
"1194564096","Cornerstone Caregiving","5"
"1194616516","Modern Behavioral","3"
"1225298979","Muskogee Women's Clinic","4"
"1225920168","Vital Care of Grand Rapids","3"
"1225920770","Triple Crown Urology","3"
"1295575769","AltaMed Pharmacy Bellflower","3"
"1295627750","A Place At Home","3"
"1295729861","Convenient Care Pharmacy #2","3"
"1316164437","IMAGE EYE CARE","3"
"1346570421","AIVAZIAN DENTAL","3"
"1356102867","Reya Pharmacy","3"
"1366012429","TARGET OPTICAL #A614","3"
"1386215168","CU MEDICINE","3"
"1386215168","CU Medicine Maternal and Fetal Medicine-Ft. Collins","3"
"1396521373","Cornerstone Caregiving","5"
"1417784216","Cornerstone Caregiving","5"
"1457066599","Medical Center Pharmacy","3"
"1518932631","SFGH Medical Group Orthopedic Appliance Facility","3"
"1528583143","Target Optical #9678","3"
"1538113725","Mendocino Coast District Hospital","3"
"1538979513","Cornerstone Caregiving","5"
"1639061195","BRIGHTER DAYS RECOVERY CENTER","3"
"1659149839","Jackson Lab services LLC","3"
"1669003885","Mahadd Home Health Care","3"
"1679465124","Simply Heard Counseling LLC","3"
"1679684682","Share Medical Center","3"
"1699502567","Cornerstone Caregiving","5"
"1710879259","THE MEDICINE SHOPPE 2141","3"
"1730071192","OSU-AJ MMG ALLERGY AND ASTHMA","3"
"1730078304","Farmacia Brisas","5"
"1740179340","Double Belssing Oncology","5"
"1740709534","CU MEDICINE FAMILY MEDICINE - GREENWOOD VILLAGE","3"
"1740709534","University of Colorado Medicine","3"
"1750432050","TARGET OPTICAL #C4127","3"
"1821300831","Pharmamax #2","3"
"1831087402","Aesthetic Ophthalmology LLC","4"
"1841189354","MB HomeCare","3"
"1881217578","Better Life Recovery & Wellness","3"
"1912057522","TARGET OPTICAL #C4083","3"
"1962055343","The Bergand Group","3"
"1962394429","A Place at Home","3"
"1972129369","CU Medicine - Cherry Creek Medical Center","3"
"1982054243","Target Optical C4829","3"
"1023187416","Marshfield Medical Center - Beaver Dam","3"
"1083415947","Mountain Laurel Community Pharmacy at Grantsville","3"
"1083506455","Relationship Experts","3"
"1134011505","The Lulu and Laura Foundation","5"
"1174707475","Troy Hills Center","3"
"1275717571","Summit Ridge Center","3"
"1285198523","Sugar Home Health","3"
"1316909203","Montgomery Hospice and Prince George's Hospice","3"
"1407607021","Mountain View Womens Care","3"
"1417849878","Life Plan Recuperative Care","3"
"1427940899","CVS Pharmacy #17921","3"
"1457426165","Ulster Radiation Oncology Center","3"
"1467083675","CRMC Medical Group","3"
"1467634287","Harris Hill Center","3"
"1477735793","Sanatoga Center","3"
"1487615829","Hillside Home Care (HHA)","3"
"1518148030","Fox Hill Center","3"
"1528240355","Ridgewood Center","3"
"1538341367","Lebanon Center","3"
"1548038599","None","5"
"1578747879","Park Place Center","3"
"1609058007","Fairview Care Center of Bethlehem Pike","3"
"1619159449","Pleasant View Center","3"
"1649242876","Sunnyview Nursing Home & Apartments","3"
"1669364030","AB Logistics LLC","3"
"1689639817","Community Support Services for the Deaf, Inc.","4"
"1710765821","CRYSTAL PHARMACY","3"
"1710955489","Adoration Home Health","3"
"1750129672","HealthyU Clinics","3"
"1750451142","Hillside Manor (SNF)","3"
"1760371405","Supreme Comprehensive Health Services, LLC","5"
"1821092297","Cordant Health Solutions","3"
"1831373026","Sistersville Center","3"
"1831373133","Mercerville Center","3"
"1831519529","RCBS Kentucky","5"
"1841029964","There Is Know Place Like Home LLC.","3"
"1912286998","Pharmamax #3","3"
"1962463760","Hillside Hospice","3"
"1962686253","Marcella Center","3"
"1003708488","WU CARES","3"
"1023713328","Strategic Therapy Associates","3"
"1043217482","Home Care Plus South Central Connecticut","3"
"1043217482","HOME CARE PLUS INC","4"
"1063443430","Marshfield Medical Center - Dickinson Home Health (HHA)","3"
"1093605180","Mainely Nutrition LLC","3"
"1114675089","Marshfield Medical Center - Beaver Dam Waupun Eye Clinic","3"
"1134866841","Frontliners Home Health","3"
"1184141624","Lee Pharmacy","3"
"1184516569","ELECTRODIAGNOSTIC SERVICES LLC","5"
"1184516577","DOCTOR'S PHARMACY","3"
"1194552000","Cornerstone Caregiving","5"
"1194617589","Mt Baker Pain Clinic","3"
"1205867686","Marshfield Medical Center - Dickinson (Swing Bed)","3"
"1235150970","Riverside Vascular Specialists Smithfield","3"
"1265324644","GROWING SMILES","3"
"1265931638","Indy Scripts Pharmacy","3"
"1275902546","Marshfield Medical Center - Beaver Dam Pharmacy (Part B Immunization)","3"
"1285177295","MARIETTA DENTAL CREATIONS","3"
"1285177295","DR AYESHA RAHMAN","5"
"1295771780","Hillside Unit Pharmacy (DME)","3"
"1316042260","MAYO CLINIC PHARMACY NORTHWEST","3"
"1326308982","Mt Baker Pain Clinic","3"
"1326308982","Sound Pain Alliance PLLC","5"
"1326494303","Integrated Home Infusion","5"
"1326854936","Cornerstone Caregiving","5"
"1336036474","SNAKE RIVER SURGICAL","3"
"1336398270","Central Prosthetics and Orthotics","3"
"1366252686","Union Street Pharmacy","3"
"1366625436","Community Connections","3"
"1376212902","Cornerstone Caregiving","3"
"1407748890","Ellie Mental Health","3"
"1407932056","HOME CARE PLUS INC","3"
"1407932056","HOME CARE PLUS INC","4"
"1447413422","SMC Physicians Clinic","3"
"1447907456","Marshfield Medical Center - Beaver Dam Eye Clinic (DME)","3"
"1457243818","Riverview Christian Early Learning Center","3"
"1487232948","Cornerstone Caregiving","3"
"1538959440","Cornerstone Caregiving","5"
"1548152937","Valley Family Pharmacy Payette","3"
"1548314370","Community Connections","3"
"1568061232","Community Connections","3"
"1609662972","SPECIALTY SURGERY CENTER AT BALDWIN HEALTH","3"
"1629047667","CIELO NAVATO-DEHNING, MD","3"
"1639061021","The Rootway Project","3"
"1639234115","Eastern Michigan Counseling Associates","3"
"1649776394","Black Stone Health","3"
"1649776394","Bonney Lake Medical","3"
"1649776394","Mt Baker Pain Clinic","3"
"1649776394","Northwest Pain Specialists","3"
"1649776394","Peninsula Pain Clinic","3"
"1649776394","Puget Sound Pain Clinic","3"
"1649776394","Sound Pain Alliance Lab","3"
"1669364055","Anthonia Companion LLC","4"
"1740985043","Strategic Therapy Associates","3"
"1750149357","Nautical Wellness","3"
"1780411660","Cornerstone Caregiving","5"
"1780473546","Arizona Sky Surgical Center","3"
"1801887013","Marshfield Medical Center - Dickinson","3"
"1841188604","Marshfield Medical Center - Dickinson","3"
"1861384257","Cedar Smiles Orthodontics","3"
"1902505456","Cornerstone Caregiving","5"
"1922990316","Ridge Homes Agency","3"
"1942037874","Cornerstone Caregiving","5"
"1942192331","Avuca MD PLLC","3"
"1972188555","Marshfield Medical Center - Beaver Dam Professional Services","3"
"1982254850","Partners in Hope LLC","3"
"1992954119","Marshfield Medical Center - Beaver Dam Hospital InstyMeds","3"
"1033718606","Community Connections","3"
"1033756556","Marshfield Medical Center - Dickinson Hospice","3"
"1043102445","Immaculate Chiropractic PLLC","3"
"1053580365","Marshfield Medical Center - Dickinson Norway Family and Geriatric CTR","3"
"1063304467","VeriGenix Labs","3"
"1083659502","Marshfield Medical Center - Dickinson Primary Care , RHC","3"
"1093998163","Community Connections","3"
"1114737194","HYLAN CARE PHARMACY","3"
"1134166101","Marshfield Medical Center - Dickinson Family Medicine","3"
"1134188824","Suncoast Diagnostic Imaging","3"
"1144112558","Oaklawn Family Dental","3"
"1164314555","Peninsula Pain Clinic","3"
"1174331458","Option Care Health Infusion Clinic","3"
"1194617985","Healing and Whole Counseling","3"
"1205030053","Marshfield Medical Center - Dickinson Obstetrics & Gynecology","3"
"1205728607","Pebble & Pearl Pediatric Dentistry","3"
"1215110382","Community Connections","3"
"1225211394","Community Connections","3"
"1255178380","SINAI PERINATOLOGY AT 844 WASHINGTON RD SUITE 301","5"
"1316569908","Marshfield Medical Center - Dickinson Pharmacy (Retail) and DMEPOS","3"
"1326885450","SINAI PERINATOLOGY AT 10084 REISTERSTOWN RD 200F","5"
"1336031723","Valley Family Pharmacy Emmett","3"
"1336031731","Legacy West Rehabilitation and Healthcare","3"
"1336183052","Marshfield Medical Center - Dickinson Florence Center (RHC)","3"
"1376201301","Middlebury Acupuncture LLC","5"
"1396516068","Community Connections","3"
"1407633159","Cornerstone Caregiving","5"
"1427940832","Amada Senior Care Bellingham WA","3"
"1427940832","Amada Senior Care Mount Vernon WA","3"
"1437041837","Flourish Mental Health","3"
"1437332509","Community Connections","3"
"1518298819","High Five Physical Therapy","3"
"1518859917","The Village at Heritage Oaks Assisted Living","3"
"1538270335","Gardens Plastic Surgery","3"
"1538270335","Intracoastal Dermatology","3"
"1538270335","Riverchase Dermatology","3"
"1538270335","Water's Edge Dermatology","3"
"1578595872","Marshfield Medical Center - Dickinson Internal Medicine and Nephrology","3"
"1669117362","Strategic Therapy Associates","3"
"1689342396","eCure","3"
"1689342396","eCure Health & Wellness","3"
"1720875917","Inferno Health and Wellness","3"
"1730158601","Open MRI of Macon","3"
"1740172154","AMG Hospice of las Vegas","3"
"1740326396","TRIANGLE PHARMACY","3"
"1740504943","Marshfield Medical Center - Dickinson Norway Center","3"
"1770304198","LIGHTHOUSE HOSPICE SERVICES LLC","4"
"1780576181","The Village at Heritage Oaks","3"
"1801079975","Community Connections","3"
"1821980228","The Agedsy Group","3"
"1841182243","Katherine E. Wagner, MD, APC","3"
"1871241042","Strategic Therapy Associates","3"
"1891687208","JMCGH Radiology Professional","3"
"1891751186","Marshfield Medical Center - Dickinson Professional Services","3"
"1902798309","Axiom Care","3"
"1922990324","Athena Wellness and Physical Therapy","3"
"1932169703","Searcy Open MRI","3"
"1932807815","Core Relief Pharmacy","3"
"1942047063","SINAI PERINATOLOGY AT 5101 LANIER AVE","5"
"1952293367","SINAI PERINATOLOGY AT 2435 W Belvedere Ave","5"
"1003383209","Azure Acres Recovery Center","3"
"1003708421","Laguna Dental Cafe","3"
"1043787245","Camp Recovery Center","3"
"1043843899","Azure Acres Recovery Center","3"
"1063304491","Empowered Wings ABA LLC","3"
"1104715358","BrightStar Care of Faifield","3"
"1124910559","CareIndeed","3"
"1124910559","Lashundra Pattio","4"
"1134011554","Whatcom County Jail","3"
"1134011562","Giving Grace Homecare","4"
"1174415590","Elder Care 101 LLC","5"
"1184515421","Delta Therapeutic Services","3"
"1215368485","Camp Recovery Center","3"
"1215829635","Excelsior omega inc","3"
"1215829635","SEAVIEW INN AT FOREST LAKES","3"
"1245122670","TRUHEALTH PRIMARY CARE","3"
"1255223681","Glory Days Senior care","5"
"1316214877","Key Chiropractic","3"
"1316839723","K C Sykora DDS","3"
"1326839861","Serenity Care","3"
"1326930751","Zina Ortiz","3"
"1356233761","Soul View Counseling Services","3"
"1447142856","DK Acupuncture Clinic","3"
"1497647812","A Kind Heart Senior Care","3"
"1548067895","MoveMe Medical","3"
"1548067895","MoveMe Medical LLC","3"
"1568517050","Azure Acres Recovery Center","3"
"1629892344","CALA GROUP","3"
"1700437043","Camp Recovery Center","3"
"1720701501","Helping Hands Family MA","3"
"1811464019","Azure Acres Recovery Center","3"
"1821980251","Back Forty Chiropractic","3"
"1881317675","Helping Hands Family VA","3"
"1891687216","Eyedra Vision","3"
"1912899303","Smile again dental center, dental hygiene practice of Thuy Pham RDHAP,","3"
"1942192364","Foot Ankle and Vein Center","3"
"1942743208","Pharmamax #5","3"
"1962554782","TARGET OPTICAL #C4364","3"
"1972685196","Camp Recovery Center","3"
"1023813094","Meijer Pharmacy #336","3"
"1063791028","Adventist Health Clear Lake","3"
"1073405429","Berkeley Trust","5"
"1093274508","Adventist Health Clear Lake","3"
"1104080944","Adventist Health Clear Lake","3"
"1164314506","Nurse Time Homecare","3"
"1215383047","St. Helena Family Health Center Arbuckle","5"
"1235021676","Amazing You Service & Training, LLC","4"
"1265323356","Anderson's Adult Day Care","3"
"1356233795","Malaika Care LLC","3"
"1396634523","Simply Vitality","3"
"1437663101","RiteScripts Pharmacy","3"
"1447142880","LUMIERE COSMETIC SURGERY & MEDSPA","3"
"1457243891","SINAI CARDIOVASCULAR FACULTY AT 2435 W BELVEDERE AVE, SUITE 34","5"
"1508212424","St. Helena Family Health Center Colusa","5"
"1518139534","EVERSPRING","3"
"1609222512","St. Helena Family Health Center Williams","5"
"1619513462","Julia R Trevino, LCSW","3"
"1619869054","Sparking Hope Counseling","3"
"1629960067","FIRST AVENUE PHARMACY","3"
"1639151996","Redbud Community Hospital Anesthesia","3"
"1679852958","St. Helena Family Health Center Kelseyville","3"
"1720886641","AMASB 1 LLC","3"
"1760107759","Mobile Mommy","3"
"1790677144","CROWN TRANSPORTATION","3"
"1801063870","Redbud Hospital","3"
"1801788252","Foothill Health Medical Group","3"
"1851117006","B-Health Solutions LLC","4"
"1861382822","Bosque Dental","3"
"1952907743","Joint Effort Physical Therapy LLC - Gym","5"
"1962394312","Cascade Kids Dental","3"
"1962470468","Orlando East Dialysis","3"
"1972109759","Joint Effort Physical Therapy LLC- South","5"
"1992358444","California Pain & Regenerative Medicine Institute","3"
"1063574200","Dahl Memorial Clinic","3"
"1093607350","David Silberman DDS","3"
"1235021585","Born to Blossom, LLC","3"
"1235932849","CLINICA HISPANA SINAI","3"
"1245122019","Comfort Care House Calls","3"
"1306738661","Aurum Home","5"
"1346001104","Coastal Mindscape","3"
"1376390666","CDP Wellness Center","3"
"1396209474","Enchanted Behavioral Healthcare DBA Enchanted Telepsychiatry","4"
"1417849779","Lillian Ridge","3"
"1427940790","BIB","3"
"1457906471","Patriot Family Counseling Services","3"
"1457984486","Injury Care chiropractic LLC","3"
"1508758871","Seal it with a Smile Pediatric Dentistry","3"
"1588481576","Kids Watch Pediatrics & Urgent Care","3"
"1598486425","O Love Home Health Care LLC","5"
"1609805696","EXTRACARE HOME HEALTH SERVICES","3"
"1639066541","Timely Response Couriers","3"
"1699220251","Physical Therapy Now Pembroke Pines","3"
"1699398792","C. David Maxey, M.A.","4"
"1780465609","EMS Express","3"
"1780465609","Entrust Medical Services Express","3"
"1790677060","Alems Care Transport","3"
"1891517728","D'rock Wellness","3"
"1902970874","Hanger Clinic","3"
"1942044805","Enchanted Behavioral Healthcare","4"
"1982322111","ADHD Plus","3"
"1982322111","ADHD Plus","5"
"1013713270","Ruben Lima LMHC PA","3"
"1013809300","Monarch Sober Living Homes","3"
"1063093672","Good Faith Medicine","3"
"1124910427","Farmacia del Carmen","3"
"1134011422","CLINICA HISPANA NUEVO HORIZONTE, INC","4"
"1184516460","Relief Services Inc.","3"
"1184516478","1Heart Caregiver Services","3"
"1225920515","Millard-Henry Clinic of Dover","3"
"1245122522","Fair Haven Community Health Care at 424 Chapel","3"
"1265065668","Center for Plastic Surgery","3"
"1275986572","The Grand Rehabilitation and Nursing at River Valley","3"
"1306737580","Evolve OBGYN","3"
"1396637682","Millard-Henry Clinic of Russellville","3"
"1427940709","Mercy Health- Orthopedic Urgent Care, Eastgate - After Hours","3"
"1447142724","procare pharmacy","3"
"1447142732","Inside Out Psychiatry","3"
"1558197707","Livi Home CAre","3"
"1558695262","Lake Cumberland Cardiology Associates","3"
"1578455861","Ellie Mental Health","3"
"1629868724","ANF care","3"
"1659263937","North East Family Dentistry","3"
"1710879002","Revamp Chiropractic","3"
"1740172030","Monarch Sober Living Homes","3"
"1750273041","Millard-Henry Women's Clinic","3"
"1760374052","Purple Flower Health LLC","3"
"1942049077","A Joyous Transition Inc","3"
"1942192232","Compassion NeuroHealth","3"
"1053861369","Machuca Medical","3"
"1083381123","Humbled Hearts, LLC","3"
"1093607012","Mindful Reflections LLC","3"
"1114815016","Martha Aguilar, LMFT","3"
"1255905576","Nenhealth and wellness","4"
"1255905576","Alira Behavioral Health, LLC","5"
"1275359655","Simply Smile","3"
"1437967502","The Village","3"
"1457243750","Cassandra Holliday","5"
"1558165308","Breckenridge Dental Group","3"
"1578215307","Mojave Medical: Kevin Ganesh MD","3"
"1598354631","(ARC) Allure Rejuvenation Center","3"
"1689083503","Impressions Pediatric Therapy","3"
"1801006218","Island Holistic Healing","3"
"1831916840","Felicia PAYTON","3"
"1831916840","Payton's Place Safe Space","3"
"1912796798","MEDPoint Pharmacy","3"
"1073288718","Vida Avanti Regenerative Medicine","3"
"1215629878","Schuler Family Therapy","3"
"1437992856","Allianze Recovery and Behavioral Health","3"
"1679019996","Exchange Physical Therapy Group","5"
"1720880131","Brain Health Infusions","3"
"1720880131","Brain Health Psychiatric Care","3"
"1730076027","Elevate Glaucoma Specialists","3"
"1730076027","Elevate Hormone and Vitality Clinic","3"
"1891529343","Shamarie Home Health,llc","5"
