"NPI","Provider Secondary Practice Location Address- Address Line 1","Provider Secondary Practice Location Address-  Address Line 2","Provider Secondary Practice Location Address - City Name","Provider Secondary Practice Location Address - State Name","Provider Secondary Practice Location Address - Postal Code","Provider Secondary Practice Location Address - Country Code (If outside U.S.)","Provider Secondary Practice Location Address - Telephone Number","Provider Secondary Practice Location Address - Telephone Extension","Provider Practice Location Address - Fax Number"
"1740231869","901 N Congress Ave","SUITE 104","Boynton Beach","FL","334263316","US","5617328005","","5617320150"
"1740231869","6091 S Pointe Blvd","","Fort Myers","FL","339194899","US","2394662020","",""
"1912572926","5145 N California Ave","","Chicago","IL","606253687","US","7738788200","1478","7732935670"
"1942876008","3333 Green Bay Rd","","North Chicago","IL","600643037","US","8475788711","",""
"1942876008","130 2nd St","","Neenah","WI","549562883","US","9207293100","",""
"1083026595","8913 Collinfield Dr Unit 1","","Austin","TX","787586704","US","8778005722","",""
"1649894890","9250 N 3rd St Ste 2015","","Phoenix","AZ","850202404","US","4808827750","",""
"1649894890","9250 N 3rd St Ste 2035","","Phoenix","AZ","850202407","US","6236838000","",""
"1467181768","27777 Inkster Rd","","Farmington Hills","MI","483345310","US","2484366561","",""
"1225476161","800 Pennsylvania Ave","","Charleston","WV","253023351","US","3043885432","",""
"1225476161","1400 Hospital Dr","","Hurricane","WV","255269202","US","3047571700","",""
"1225476161","1249 15th St Ste 3000","","Huntington","WV","257013663","US","3046911000","1092","3046911090"
"1225476161","3200 MacCorkle Ave SE","","Charleston","WV","253041227","US","3043885432","",""
"1225476161","501 Morris St","","Charleston","WV","253011326","US","3043885432","",""
"1710407358","11 Saddle Rd","","Cedar Knolls","NJ","079271901","US","9732672122","","9732673478"
"1427674084","1500 E. Medical Center Dr","1H247","Ann Arbor","MI","48109","US","7349364280","",""
"1568467124","7277 Smiths Mill Rd","Ste 370","New Albany","OH","430548195","US","6149395416","",""
"1144258112","239 4th Ave Ste 1801","","Pittsburgh","PA","152221716","US","4125321249","",""
"1992375455","13360 Lange St","","Taylor","MI","481804419","US","3136804919","",""
"1346972262","2239 US Highway 9","","Old Bridge","NJ","088572469","US","7327530112","","7327530113"
"1659044204","PHILADELPHIA REGIONAL OFFICE","PHILADELPHIA DEPARTMENT OF PRISONS","PHILADELPHIA","PA","19136","US","2156242565","",""
"1962394569","32 Central Ave","","Wellsboro","PA","16901","US","5707237764","",""
"1750273363","305 E Pine St","Inside Warby Parker","Seattle","WA","981212028","US","2068580549","","2062607011"
"1518373869","2823 Fresno St","","Fresno","CA","937211324","US","5594596000","",""
"1518373869","850 Fair Oaks Ave Ste 100","","Arroyo Grande","CA","934203929","US","8057828844","","8055496988"
"1518373869","1941 Johnson Ave Ste 101","","San Luis Obispo","CA","934014154","US","8057828844","","8055496985"
"1518373869","1941 Johnson Ave Ste 102","","San Luis Obispo","CA","934014174","US","8057828844","","8055496986"
"1518373869","295 Posada Ln Ste A","","Templeton","CA","934654055","US","8057828844","","8055496987"
"1124706189","3401 Berrywood Dr","","Columbia","MO","652018372","US","5737778330","",""
"1316839913","90 Adams Ave # 110","","Hauppauge","NY","117883631","US","9342236560","",""
"1508758111","9017 Reseda Blvd Ste 204","","Northridge","CA","913243985","US","8189271284","",""
"1508758111","38733 9th St E Ste M","","Palmdale","CA","935502910","US","8189271284","",""
"1508758111","27225 Camp Plenty Rd Ste 7D","","Santa Clarita","CA","913512654","US","8189271284","",""
"1225920838","10623 Crestwood Dr","","Manassas","VA","201093433","US","7033617131","",""
"1477445088","10951 Sorrento Valley Rd Ste 2G","","San Diego","CA","921211613","US","7608033600","",""
"1952293565","10190 Baltimore St NE Ste 200","","Blaine","MN","554496045","US","6124005731","",""
"1518648252","4750 Collegiate Dr","","Panama City","FL","324051000","US","8508724750","",""
"1083340491","112 Del Prado Blvd N","","Cape Coral","FL","339092702","US","2394662020","",""
"1972911378","950 Campbell Ave","","West Haven","CT","065162770","US","2039325711","4374",""
"1972911378","1 Freedom Way","","Augusta","GA","309046258","US","7067330188","6967",""
"1447267182","4035 Mimosa Dr","","Columbus","IN","472017200","US","3177062361","",""
"1447267182","1703 W Stones Crossing Rd Ste 210","","Greenwood","IN","461438558","US","3178312273","",""
"1447267182","1199 Hadley Rd","","Mooresville","IN","461581788","US","3178312273","","3178319347"
"1295564664","679 S New Hampshire Ave Ste 400","","Los Angeles","CA","900051355","US","2136390206","",""
"1053322537","760 Barnes Blvd Ste 101","","Rockledge","FL","329555314","US","3217358102","","3212566455"
"1699254292","8730 Georgia Ave Ste 312","","Silver Spring","MD","20910","US","4109882503","",""
"1699254292","222 Bosley Ave Ste B1","","Towson","MD","21204","US","4109882503","",""
"1285300939","193 Hwy 290 E","","Elgin","TX","786213313","US","5128837723","",""
"1760101836","117 E 8th St # 100","","Long Beach","CA","908134397","US","8887771945","",""
"1760101836","3300 Webster St Ste 900","","Oakland","CA","946093156","US","8887771945","",""
"1760101836","50 Alessandro Pl Ste 130","","Pasadena","CA","911054009","US","8887771945","",""
"1760101836","6485 Day St Ste 302","","Riverside","CA","925070926","US","8887771945","",""
"1760101836","333 University Ave Ste 140","","Sacramento","CA","958256535","US","8887771945","",""
"1760101836","4520 Executive Dr Ste 227","","San Diego","CA","921213020","US","8887771945","",""
"1760101836","24355 Lyons Ave Ste 211","","Santa Clarita","CA","913212382","US","8887771945","",""
"1760101836","2121 Wilshire Blvd Ste 303","","Santa Monica","CA","904035743","US","8887771945","",""
"1760101836","5620 Wilbur Ave Ste 310","","Tarzana","CA","913561371","US","8887771945","",""
"1760101836","27555 Ynez Rd Ste 370","","Temecula","CA","925914678","US","8887771945","",""
"1760101836","77 Rolling Oaks Dr Ste 201","","Thousand Oaks","CA","913611018","US","8887771945","",""
"1760101836","23456 Hawthorne Blvd Ste 140","","Torrance","CA","905054716","US","8887771945","",""
"1760101836","440 N Mountain Ave Ste 103","","Upland","CA","917865183","US","8887771945","",""
"1760101836","14640 Victory Blvd Ste 208","","Van Nuys","CA","914111623","US","8185361000","",""
"1760101836","5700 Ralston St Ste 110","","Ventura","CA","930037889","US","8887771945","",""
"1760101836","1981 N Broadway Ste 190","","Walnut Creek","CA","945963671","US","8887771945","",""
"1760101836","7301 Medical Ctr Ste 300","","West Hills","CA","913071973","US","8887771945","",""
"1760101836","1104 Buchanan Rd Ste B5","","Antioch","CA","945094233","US","8887771945","",""
"1760101836","18145 US Highway 18 Ste C","","Apple Valley","CA","923072210","US","8887771945","",""
"1760101836","8339 Brimhall Rd Ste 1301","","Bakersfield","CA","933124088","US","8887771945","",""
"1760101836","9033 Wilshire Blvd Ste 401","","Beverly Hills","CA","902111847","US","8887771945","",""
"1760101836","625 Citracado Pkwy Ste 204","","Escondido","CA","920256428","US","8887771945","",""
"1760101836","11160 Warner Ave Ste 421","","Fountain Valley","CA","927084056","US","8887771945","",""
"1760101836","1125 E Spruce Ave Ste 201","","Fresno","CA","937203390","US","8887771945","",""
"1760101836","2720 N Harbor Blvd Ste 200","","Fullerton","CA","928352626","US","8887771945","",""
"1760101836","501 N Central Ave","","Glendale","CA","912031901","US","8887771945","",""
"1760101836","1400 Reynolds Ave # 201202","","Irvine","CA","926145559","US","8887771945","",""
"1760101836","8881 Fletcher Pkwy Ste 385","","LA Mesa","CA","919426106","US","8887771945","",""
"1760101836","79440 Corporate Center Dr Ste 101","","LA Quinta","CA","922537243","US","8887771945","",""
"1760101836","24012 Calle De La Plata Ste 230","","Laguna Hills","CA","926537623","US","8887771945","",""
"1760101836","11306 Mountain View Ave Ste B","","Loma Linda","CA","923543832","US","8887771945","",""
"1235859042","1333 S Mayflower Ave Ste 220","","Monrovia","CA","910165239","US","8182416780","",""
"1235859042","237 N Riverside Ave","","Rialto","CA","923765923","US","8773234283","",""
"1508587643","7052 Route 6N","","Edinboro","PA","164129610","US","8147343975","","8147341265"
"1386313229","225 N Columbus Dr Unit 7403","","Chicago","IL","606015264","US","2245652627","",""
"1336810555","225 E Chicago Ave","","Chicago","IL","606112991","US","3122274000","",""
"1336810555","201 Dowman Dr NE","","Atlanta","GA","303221061","US","2068175714","",""
"1538253570","160 E Erie Ave","","Philadelphia","PA","191341011","US","2154274067","",""
"1639167943","112 Del Prado Blvd N","","Cape Coral","FL","339092702","US","2394662020","",""
"1801885710","112 Del Prado Blvd N","","Cape Coral","FL","339092702","US","2394662020","",""
"1801885710","15640 New Hampshire Ct","","Fort Myers","FL","339084168","US","2394662020","",""
"1801885710","5220 Lee Blvd","","Lehigh Acres","FL","339711036","US","2394662020","",""
"1801885710","20600 Veterans Blvd","","Port Charlotte","FL","339542209","US","2394662020","",""
"1801885710","2529 Tamiami Trl","","Punta Gorda","FL","339506929","US","2394662020","",""
"1245315183","11136 Parkview Circle Dr","","Fort Wayne","IN","468451730","US","2604848551","","2604825060"
"1245315183","1500 Provident Dr Ste B","","Warsaw","IN","465803297","US","5742698301","","5742698302"
"1245315183","1111 Lighthouse Ln","","Goshen","IN","465263824","US","2602664007","","2602667355"
"1245315183","7920 W Jefferson Blvd","","Fort Wayne","IN","468044168","US","2604848551","","2604825060"
"1639414949","590 Mitchell Blvd","Building 375","Laughlin AFB","TX","78843","US","8302986531","",""
"1457335051","355 Bard Ave","","Staten Island","NY","103101664","US","7188181234","",""
"1457335051","2131 S 17th St","","Wilmington","NC","284017407","US","9106677000","",""
"1013513902","4022 E Greenway Rd Ste 1","","Phoenix","AZ","850324798","US","4807191644","",""
"1962706564","907 Georgiana St","","Port Angeles","WA","983623911","US","3605650999","","3605650541"
"1922877901","4392 Hammock Grove Dr","","Lake Worth","FL","33467","US","2012330610","",""
"1558727214","426 Northrop Place","","Grovetown","GA","30813","US","7069104970","",""
"1518597467","8951 Morro Rd","","Atascadero","CA","934223984","US","8057032120","",""
"1518597467","1483 Alva St","","Carpinteria","CA","930131501","US","8055730752","",""
"1518597467","4124 Odie Ln","","Santa Maria","CA","934553109","US","8059380125","",""
"1518597467","425 Mooncrest Ln","","Santa Maria","CA","934553765","US","8059375920","",""
"1306658745","4688 Ontario Mills Pkwy","","Ontario","CA","917645104","US","9094765757","",""
"1275990780","1747 Smizer Station Rd Ste 4","","Fenton","MO","630262784","US","6368256555","",""
"1922565993","1380 E Medical Center Dr","","Saint George","UT","847902123","US","4352511000","",""
"1255309308","1 Wyoming St","Ste 4130","Dayton","OH","454092722","US","9372086810","","9372082030"
"1134544877","Landstuhl Regional Medical Center","Unit 33100","APO","AE","09180","US","3145906015","",""
"1508514233","9700 N 91st St Ste A115","","Scottsdale","AZ","852585036","US","3235681700","","3235681700"
"1518426790","1600 SW Archer Rd","","Gainesville","FL","326103003","US","3522650077","",""
"1578067369","12000 E 12 Mile Rd","","Warren","MI","480933570","US","2489677795","",""
"1578067369","6245 Inkster Rd","","Garden City","MI","481354001","US","7344583405","",""
"1578067369","201 Lyons Ave","","Newark","NJ","071122027","US","9739267425","",""
"1932168721","1845 Holsonback Dr","","Daytona Beach","FL","321175114","US","3862700790","","3862740800"
"1932168721","1180 N Williamson Blvd Ste 140","","Daytona Beach","FL","321148176","US","3863373190","","3863373189"
"1932168721","813 Deltona Blvd","","Deltona","FL","327257154","US","3865075269","",""
"1932168721","801 Beville Rd Ste 101&102","","South Daytona","FL","321191860","US","3862026025","",""
"1932168721","1061 Medical Center Dr Ste 102","","Orange City","FL","327638225","US","3869515554","",""
"1003311861","2 Tampa General Cir Fl 7","","Tampa","FL","336063571","US","8138447968","",""
"1417584160","615 Fulton St","","Port Clinton","OH","434522001","US","4197343131","",""
"1417584160","110 Irving St NW","","Washington","DC","200103017","US","2028777000","",""
"1528718517","10940 State Road 70 E Ste 103","","Lakewood Ranch","FL","342028401","US","9417268473","",""
"1538664016","55 Lake Ave N","","Worcester","MA","016550002","US","5083343068","",""
"1538664016","157 Union St","","Marlborough","MA","017521228","US","5083343068","",""
"1538664016","119 Belmont St","","Worcester","MA","016052903","US","5083343068","",""
"1811647217","12631 E 17th Ave","","Aurora","CO","800452527","US","3037241784","",""
"1710681333","2680 S Val Vista Dr Ste 146","","Gilbert","AZ","852951636","US","4806080058","",""
"1649021742","1200 Concord Ave Ste 185","","Concord","CA","945204915","US","5102688120","",""
"1063152098","3400 W Ball Rd Ste 100B","","Anaheim","CA","928043735","US","7147708230","",""
"1063152098","14642 Newport Ave Ste 450","","Tustin","CA","927806092","US","7147094944","","7146694444"
"1184329260","3001 W 5th St Ste 100","","Fort Worth","TX","761078901","US","9039140687","",""
"1063875490","9100 E Panorama Dr Ste 250","","Centennial","CO","801127212","US","7206664739","","8334494351"
"1063875490","1110 W Peachtree St NW Ste 1050","","Atlanta","GA","303093609","US","3322392595","","8334494351"
"1073208856","106 W Main Street","","Peotone","IL","604688201","US","3124896756","","7735953912"
"1659013084","15655 Cypress Wood Medical Dr Ste 100","","Houston","TX","770141487","US","7134421700","",""
"1346034931","1805 E Walnut St","","Columbia","MO","652016425","US","5737777500","",""
"1346034931","17421 Medical Center Pkwy","","Independence","MO","640571805","US","8164559975","",""
"1346034931","800 S Park Ave","","Springfield","MO","658024855","US","4178623362","",""
"1720421886","1110 W Peachtree St NW Ste 1050","","Atlanta","GA","303093609","US","3322392595","","8334494351"
"1720421886","2820 NE 214th St Ste 801","","Aventura","FL","331801269","US","7206664739","","8334494351"
"1720421886","4208 Evergreen Ln Ste 213","","Annandale","VA","220033254","US","7206664739","",""
"1477133957","330 Barclay Ave NE Ste 304","","Grand Rapids","MI","495032527","US","6163912160","","6163912683"
"1477133957","6777 W Maple Rd","","West Bloomfield","MI","483223013","US","2486616466","",""
"1891580056","54 Hospital Dr","","Osage Beach","MO","650653050","US","5733024406","","5733024408"
"1699418095","601 Elmwood Ave","","Rochester","NY","146420001","US","5857564800","",""
"1972124154","2176 E Franklin Rd Ste 100","","Meridian","ID","836428009","US","2085157661","",""
"1972124154","7950 N Horseshoe Bend Rd Ste 104","","Boise","ID","837143809","US","2085157661","",""
"1558058917","2720 Manley Ave","","Metairie","LA","700015552","US","5025967358","",""
"1306370952","122 Wyoming St","","Dayton","OH","454092731","US","9372234461","","9374497603"
"1013570365","1540 E Hospital Dr Spc 5718","","Ann Arbor","MI","481094000","US","7349369777","","7349366897"
"1013570365","207 Fletcher St","","Ann Arbor","MI","481091050","US","7347648320","",""
"1194250258","3921 W Hazard Ave","","Santa Ana","CA","927032625","US","7149518514","",""
"1437847688","1718 Richmond Rd Apt 3A","","Staten Island","NY","103062540","US","3475225800","",""
"1043831100","Geisinger Medical Center 100 North Academy Avenue","","Danville","PA","178220001","US","5702716211","",""
"1417482167","500 S Preston St Rm 305","","Louisville","KY","402021702","US","5028528696","",""
"1417482167","2000 Howard Farm Dr Ste 200","","Cumming","GA","300416081","US","7707588964","",""
"1184001422","25 Hospital Center Blvd","","Hilton Head Island","SC","299262793","US","8436816122","",""
"1225727993","8200 W Silver Spring Dr","","Milwaukee","WI","532182552","US","4142672671","","4144647258"
"1609080886","3303 SW Bond Ave","","Portland","OR","972394501","US","5034943000","","5034180843"
"1609080886","9981 S Healthpark Dr","","Fort Myers","FL","339083618","US","2392082212","","2399355067"
"1497492342","1738 S Tremont St","","Oceanside","CA","920545309","US","7604392800","",""
"1457562233","400 E 5th Ave","","Spokane","WA","992021334","US","5098382531","",""
"1457562233","915 N Pines Rd","","Spokane Valley","WA","992064932","US","5098382531","","8558887106"
"1457562233","11917 E Broadway Ave Ste 201","","Spokane Valley","WA","992066011","US","5096763876","","8558887106"
"1457562233","359 E 8th Ave Ste 208","","Salt Lake City","UT","841032895","US","8013319660","",""
"1457562233","3300 N 1200 W Ste 350","","Lehi","UT","840437823","US","8013319660","",""
"1891920310","3333 W Tech Rd","","Miamisburg","OH","453420955","US","9376413400","","9376414880"
"1083454516","332 W Montauk Hwy Ste 5","","Hampton Bays","NY","119463551","US","6317601830","",""
"1891287884","593 Eddy St","","Providence","RI","029034923","US","4014444471","",""
"1578458808","10661 Adventure Ln","","Montgomery","OH","452424251","US","5136578280","",""
"1578901666","905 Thunder Rd Ste 250","","Elizabeth City","NC","279097672","US","2523312044","",""
"1093208456","1500 East medical Center Drive","D-3230 Medical Professional Building","Ann Arbor","MI","48109","US","7346471774","",""
"1952031064","4639 N Broadway St Apt 201","","Chicago","IL","606405003","US","6309474734","",""
"1033005988","2338 W Royal Palm Rd Ste J","","Phoenix","AZ","850219339","US","8557728847","",""
"1861052912","7 Marsh Brook Dr","","Somersworth","NH","038786523","US","6037422007","",""
"1861052912","67 Corporate Dr, 2nd FL","","Portsmouth","NH","03801","US","6036108078","",""
"1740576776","73 W Monroe St Ste 422","","Chicago","IL","606034955","US","8885002067","",""
"1043102668","518 James St","","Syracuse","NY","132032238","US","3154729964","",""
"1134011752","1701 Aldersgate Rd Ste 4","","Little Rock","AR","722056675","US","5012245500","",""
"1609768233","200 Libbey Pkwy","","Weymouth","MA","021893102","US","6173556388","",""
"1770475303","3127 N Millbrook Ave","","Fresno","CA","937031425","US","5594531008","",""
"1770475303","3520 E Shields Ave Ste 102","","Fresno","CA","937266923","US","5595381230","",""
"1770475303","3147 N Millbrook Ave","","Fresno","CA","937031425","US","5594531008","",""
"1770475303","3133B N Millbrook Ave","","Fresno","CA","937031425","US","5594531008","",""
"1710595095","3490 The Alameda","","Santa Clara","CA","950504333","US","4082430222","",""
"1649843814","559 Joralemon St","","Belleville","NJ","071091845","US","9734324419","",""
"1649843814","533 Lexington Ave","","Clifton","NJ","070111923","US","9735466844","","9735467707"
"1306369145","2950 W Cypress Creek Rd","Ste 333 #1162","Fort Lauderdale","FL","333091713","US","8136026374","",""
"1306369145","800 N Fielder Rd Ste 100A","","Arlington","TX","760125800","US","8136026374","",""
"1831100999","1 Robertson Dr Ste 11","","Bedminster","NJ","079211716","US","9088139700","","9088132861"
"1942753116","1180 N Williamson Blvd Ste 140","","Daytona Beach","FL","321148176","US","3863373190","","3863373189"
"1942753116","813 Deltona Blvd","","Deltona","FL","327257154","US","3863373190","","3863373189"
"1750062139","1501 Kings Hwy","","Shreveport","LA","711034228","US","3186260505","",""
"1962980409","524 W Iola St","","Broken Arrow","OK","740122564","US","9189945333","","9189273201"
"1962980409","314 E 5th Ave Ste 103","","Owasso","OK","740553484","US","9186098088","","9189273201"
"1053094201","309 Progress Dr","","Burgaw","NC","284253280","US","9102590668","",""
"1396978037","1873 Commercenter W","","San Bernardino","CA","924083303","US","7149224100","",""
"1831405117","6400 Southcenter Blvd","","Tukwila","WA","981882547","US","2069012000","",""
"1174357446","2201 Ridgewood Rd Ste 400","","Wyomissing","PA","196101193","US","6103789601","",""
"1336245026","1422 W Main St","","Lewistown","MT","594572201","US","4067716230","",""
"1790154342","650 E 25th Street","Room #277","Kansas City","MO","64108","US","8162352121","",""
"1790154342","706 Frederick St","","Santa Cruz","CA","950622205","US","8314233002","",""
"1861219271","11276 SW 232nd St","","Miami","FL","331707505","US","3059128399","",""
"1265049969","6207 Nellie Ct SE","","Mableton","GA","301264452","US","4044258011","",""
"1932619194","110 S Cherry St Ste 200","","Olathe","KS","660613441","US","9137107972","",""
"1194913558","15000 Weston Parkway","Private Office 171","Cary","NC","27513","US","8333518255","","8888153583"
"1831910918","425 California St Ste 1400","","San Francisco","CA","941042116","US","2125892700","",""
"1851601223","2801 Missouri Ave Ste 22","","Las Cruces","NM","880115062","US","5759151338","",""
"1336475813","536 St. Landry Veterans Memorial Hwy","","Washington","LA","70589","US","3376285014","","3378265401"
"1275833915","10320 W McDowell Rd Ste 9030","","Avondale","AZ","853924874","US","4803597384","",""
"1275833915","4025 W Chandler Blvd Ste 1","","Chandler","AZ","852263771","US","4802227246","",""
"1275833915","16716 E Palisades Blvd Ste 101A","","Fountain Hills","AZ","852683846","US","4808827450","",""
"1275833915","16716 E Palisades Blvd Ste 103","","Fountain Hills","AZ","852683846","US","4805876550","",""
"1275833915","3645 S Rome St Ste 204","","Gilbert","AZ","852977338","US","4808827750","",""
"1275833915","3645 S Rome St Ste 116","","Gilbert","AZ","852977337","US","4809077551","",""
"1275833915","4344 W Bell Rd Ste 102","","Glendale","AZ","853083589","US","6025884040","",""
"1275833915","6220 W Bell Rd Ste 120","","Glendale","AZ","853083896","US","6028611168","",""
"1275833915","6220 W Bell Rd Ste 130","","Glendale","AZ","853083896","US","8088274704","",""
"1275833915","1124 E McKellips Rd Ste 110","","Mesa","AZ","852032766","US","4808827370","",""
"1275833915","2530 E Southern Ave","","Mesa","AZ","852045411","US","4808922323","",""
"1275833915","10230 W Happy Valley Pkwy Ste 200","","Peoria","AZ","853834391","US","4808827465","",""
"1275833915","3200 E Camelback Rd Ste 180","","Phoenix","AZ","850182326","US","4805344510","",""
"1275833915","9250 N 3rd St Ste 2000","","Phoenix","AZ","850202403","US","6028611168","",""
"1275833915","19636 N 27th Ave Ste 401","","Phoenix","AZ","850274021","US","6028611168","",""
"1275833915","2222 E Highland Ave Ste 425","","Phoenix","AZ","850164881","US","6026676640","","6026673305"
"1275833915","1515 E Bethany Home Rd Ste 120A","","Phoenix","AZ","850142495","US","6028611168","",""
"1275833915","33300 N 32nd Ave Ste 205","","Phoenix","AZ","850858825","US","6028611168","",""
"1275833915","33423 N 32nd Ave Ste 101","","Phoenix","AZ","850858874","US","6236838000","",""
"1275833915","33423 N 32nd Ave Ste 2200","","Phoenix","AZ","850858874","US","6028611168","",""
"1275833915","340 E Palm Ln Ste A175","","Phoenix","AZ","850044603","US","6023861100","",""
"1275833915","19636 N 27th Ave Ste 408","","Phoenix","AZ","850274021","US","6237800100","",""
"1275833915","19646 N 27th Ave Ste 205","","Phoenix","AZ","850274026","US","6236780246","",""
"1275833915","18404 N Tatum Blvd Ste 201","","Phoenix","AZ","850321508","US","6028611168","",""
"1275833915","19636 N 27th Ave Ste 201","","Phoenix","AZ","850274015","US","6235164400","",""
"1275833915","19841 N 27th Ave Ste 101","","Phoenix","AZ","850274004","US","6026861211","",""
"1275833915","20950 N Tatum Blvd Ste 100","","Phoenix","AZ","850504204","US","4802227246","",""
"1275833915","250 E Dunlap Ave","","Phoenix","AZ","850202825","US","6029432381","",""
"1275833915","2525 W Greenway Rd Ste 130","","Phoenix","AZ","850234233","US","6023743440","",""
"1275833915","26224 N Tatum Blvd Ste 5","","Phoenix","AZ","850507500","US","4805876775","",""
"1275833915","3311 N 44th St","","Phoenix","AZ","850186461","US","4808827360","",""
"1275833915","4840 E Indian School Rd Ste 100","","Phoenix","AZ","850185500","US","4808827360","",""
"1275833915","4840 E Indian School Rd Ste 101","","Phoenix","AZ","850185500","US","8048827350","",""
"1275833915","5090 N 40th St Ste 250A","","Phoenix","AZ","850182134","US","6022583354","",""
"1275833915","3198 N Windsong Dr","","Prescott Valley","AZ","863142239","US","6236837555","",""
"1275833915","3198 N Windsong Dr Unit 5","","Prescott Valley","AZ","863142239","US","6236837555","",""
"1275833915","10101 N 92nd St","Suite 101","Scottsdale","AZ","852584553","US","4808601919","","4808601580"
"1275833915","10210 N 92nd St Ste 300","","Scottsdale","AZ","852584525","US","4803233978","",""
"1275833915","3099 N Civic Center Plz","","Scottsdale","AZ","852516903","US","4809453535","",""
"1275833915","7351 E Osborn Rd Ste 100","","Scottsdale","AZ","852516451","US","4808827465","",""
"1275833915","9201 E Mountain View Rd Ste 105","","Scottsdale","AZ","852585140","US","4808827490","",""
"1275833915","20745 N Scottsdale Rd Ste 100","","Scottsdale","AZ","852556595","US","4808827465","",""
"1275833915","10210 N 92nd St Ste 101","","Scottsdale","AZ","852584523","US","4808827460","",""
"1275833915","10200 N 92nd St Ste 200","","Scottsdale","AZ","852584543","US","4808827410","",""
"1275833915","10210 N 92nd St Ste 100","","Scottsdale","AZ","852584523","US","4802463000","",""
"1275833915","10510 N 92nd St Fl 2","","Scottsdale","AZ","852584566","US","4803201350","",""
"1275833915","10510 N 92nd St Ste 200","","Scottsdale","AZ","852584566","US","4803231250","",""
"1275833915","10900 N Scottsdale Rd Ste 603","","Scottsdale","AZ","852545252","US","4808827470","",""
"1275833915","16427 N Scottsdale Rd Ste 100","","Scottsdale","AZ","852548197","US","4807185072","",""
"1275833915","34525 N Scottsdale Rd","","Scottsdale","AZ","852661287","US","4808827550","",""
"1275833915","3501 N Scottsdale Rd Ste 230","","Scottsdale","AZ","852515649","US","4805344517","",""
"1275833915","3501 N Scottsdale Rd Ste 280","","Scottsdale","AZ","852515650","US","6022583354","",""
"1275833915","3501 N Scottsdale Rd Ste 320","","Scottsdale","AZ","852515650","US","4808825740","",""
"1275833915","3621 N Wells Fargo Ave","","Scottsdale","AZ","852515607","US","8554854673","",""
"1275833915","10419 E McDowell Mountain Ranch Rd Ste A110","","Scottsdale","AZ","852558697","US","4808827530","",""
"1275833915","10460 N 92nd St Ste 200","","Scottsdale","AZ","852584547","US","8554854673","",""
"1275833915","10460 N 92nd St Ste 401","","Scottsdale","AZ","852584548","US","4808827400","",""
"1275833915","10210 N 92nd St Ste 202","","Scottsdale","AZ","852584524","US","4808827490","",""
"1275833915","10250 N 92nd St Ste 210","","Scottsdale","AZ","852584519","US","4808825740","",""
"1275833915","10277 N 92nd St Ste 101","","Scottsdale","AZ","852584564","US","4806091444","",""
"1275833915","10419 E McDowell Mountain Ranch Rd Ste A100","","Scottsdale","AZ","852558697","US","4808827530","",""
"1275833915","20201 N Scottsdale Healthcare Dr Ste 200","","Scottsdale","AZ","852554137","US","6023861100","",""
"1275833915","20401 N 73rd St Ste 210","","Scottsdale","AZ","852554144","US","4806882075","",""
"1275833915","20745 N Scottsdale Rd Ste 120","","Scottsdale","AZ","852556595","US","4808827510","",""
"1275833915","20401 N 73rd St Ste 255","","Scottsdale","AZ","852554147","US","4803247000","",""
"1275833915","3225 N Civic Center Plz Ste 1","","Scottsdale","AZ","852516919","US","4805875871","",""
"1275833915","7242 E Osborn Rd Ste 220","","Scottsdale","AZ","852516494","US","6022583354","",""
"1275833915","7242 E Osborn Rd Ste 230","","Scottsdale","AZ","852516494","US","4808825566","",""
"1275833915","7242 E Osborn Rd Ste 250","","Scottsdale","AZ","852516494","US","6022583354","",""
"1275833915","7242 E Osborn Rd Ste 400","","Scottsdale","AZ","852516494","US","6022583354","",""
"1275833915","5111 N Scottsdale Rd Ste 143","","Scottsdale","AZ","852507076","US","4808827330","",""
"1275833915","5425 E Bell Rd Ste 125","","Scottsdale","AZ","852546008","US","6027878400","",""
"1275833915","1626 S Priest Dr Ste 104","","Tempe","AZ","852816598","US","4808827320","",""
"1275833915","450 E Rio Salado Pkwy","","Tempe","AZ","852810803","US","6232664699","",""
"1275833915","1761 E Warner Rd Ste 2","","Tempe","AZ","852844560","US","4808827390","",""
"1275833915","1845 E Broadway Rd Ste 116","","Tempe","AZ","852821685","US","4809663403","",""
"1275833915","7400 E Osborn Rd","","Scottsdale","AZ","852516432","US","4808824000","",""
"1275833915","8405 N Pima Center Pkwy Ste 201","","Scottsdale","AZ","852584670","US","4808827470","",""
"1275833915","7351 E Osborn Rd Ste 200C","","Scottsdale","AZ","852516451","US","4808827465","",""
"1275833915","7373 N Scottsdale Rd Ste B120","","Scottsdale","AZ","852533555","US","4807185072","",""
"1275833915","7400 E Thompson Peak Pkwy","","Scottsdale","AZ","852554109","US","4803247000","",""
"1275833915","7351 E Osborn Rd Ste 200B","","Scottsdale","AZ","852516451","US","4808827465","",""
"1275833915","8415 N Pima Rd Ste 280","","Scottsdale","AZ","852584488","US","4805876520","",""
"1275833915","9003 E Shea Blvd","","Scottsdale","AZ","852606709","US","4803233000","",""
"1275833915","9003 E Shea Blvd Ste Hg","","Scottsdale","AZ","852606709","US","4803234973","",""
"1275833915","9179 W Thunderbird Rd Ste 101","","Peoria","AZ","853814912","US","6023743440","",""
"1275833915","9059 W Lake Pleasant Pkwy Ste 320","","Peoria","AZ","853828362","US","6233009011","",""
